name,desc,devfolioLink,githubLinks,longDesc,special_mention,stacksUsed,result,label
Lokal,A platform that allows a small store owner to build his own online community and turn his LOKAL customers into loyal. It rewards everyday consumers and makes the entire process feel like a game.,https://devfolio.co/submissions/lokal-b8d1,"[""https://github.com/yashrajkakkad/lokal""]","The problem Lokal solves\nGood businesses thrive on loyalty, especially small businesses.\nAnd we want to help this particular segment come online and thrive via their own online community.\nThe idea is to get the customers engage, and ultimately buy more (and more often) from the store owner.\nWe are trying to make the process of buying from small shop owners much more interactive and rewarding via gamification and introducing concepts like seasons, membership levels, etc\nThe customer gets to see a game, where levels are unlocked by buying more, and more often. As the levels progress, rewards go up. If he doesn't buy for some time, the concept which we are calling as season, their level reduces. They can choose to bypass levels by paying a token upfront.\nHere's how Lokal helps all the stakeholders involved:\nBusiness Owner\nBuild an online presence with a community.\nIncreased sales from customers at the cost of some profit percentage. (If the discount rates are set right, the business owner can make a profit).\nCustomer\nGet discounts for everyday shopping.\nDeveloper/Business\nMake money from the store as an upfront fee.\nOffer monetary credit to high-paying customers (Concept of a credit card). Make money from interest.\nTake a cut from upfront payments for bypassing levels (gamification concept)", ,"[""Node.js"",""JavaScript"",""Heroku"",""MongoDB"",""Express"",""reactjs""]","{""Category"":""miscellaneous "",""average predictions"":0.179187}",miscellaneous 
Trinetra,"Attendance , you can trust",https://devfolio.co/submissions/trinetra-797c,"[""https://github.com/ASVKVINAYAK/Trinetra"",""http://trinetra-admin-panel.netlify.app/""]","The problem Trinetra solves\nSolves all the loopholes from the current biometric system and solves contact approach (keeping this pandemic in mind)", ,"[""Flask"",""Python"",""Flutter"",""MongoDB"",""KML""]","{""Category"":""health and wellness"",""average predictions"":0.144531}",health and wellness
EK,A mental health app to foster organic peer-to-peer interaction.,https://devfolio.co/submissions/ek-d085,"[""https://ek-reactapp.netlify.app/""]","The problem EK solves\nWe are in a world where everything has become online from services to products. Human interaction has decreased a lot over the past few years. In fact, it has all the more with the current pandemic. There are a lot of people who are in isolation, are lonely and just need someone to talk to who can help them out of a rut. Hence our platform consists of volunteers who are trained enough to deal with the situation of people with slight mental incapacities, or with people who are dealing with the burden of their existence. \nOur platform also works as an emergency platform for people who are going through an anxiety/ panic attack. They can navigate through our medically researched UI interface and connect with a volunteer with just a click of a button. \nThe platform has volunteers who are from various universities and are young and open to understand and deal with tough cases, they are trained with a curriculum that allows them to be more open and help more efficiently. \nWe are trying to implement, a similar model as to NHS, UK for the Indians since we cannot depend always on foreign services as our social dynamics and problems are very different compared to other societies.\nOur company will also provide professional medical help to those individuals that are identified by our volunteers to exhibit tendencies around the boundaries of self-harm. The volunteer has a special button that allows him to report in case of emergencies. \nIndia's youth has the highest suicides rates, and that shows how dormant our society is with regards to this situation. One conversation with the right person can make us change our perspective and allow one to live healthier, and that's what EK do.\nWe want every student who is losing his breath at an assignment, every adult burdened under the pressure of society, or every worker who just wanted to share his experience to have an outlet where he can be given a reinforcement to be back the next day with more will power and confidence.",2nd Runner Up,"[""Node.js"",""Firebase"",""Socket.IO"",""WebRTC"",""Netlify"",""Firebase Authentication"",""React.js""]","{""Category"":""mental health"",""average predictions"":0.537473}",mental health
Mobile shop,displays and sells mobile phones,https://devfolio.co/submissions/mobile-shop-c229,"[""https://github.com/bLackFlasH7/haxplore-2.0-submissions.git""]","The problem Mobile shop solves\ndisplays and sells mobile phones", ,"[""Spring""]","{""Category"":""health and wellness"",""average predictions"":0.147241}",health and wellness
GirlsIgnite,GirlsIgnite is a website that aims at empowering young girls and educates them about the importance of STEM careers.,https://devfolio.co/submissions/girlsignite-3438,"[""https://github.com/kashika0112/GIRLSIGNITE--SheHacks-DTU""]","The problem GirlsIgnite solves\nWomen have a place at the table when it comes to science and no one can tell otherwise!\nEven now, the present percentage of women in STEM is pretty low. Young girls still hesitate in pursuing careers in Science, Technology, Engineering and Mathematics. \nTherefore, GirlsIgnite is a project that aims at empowering young minds and help them know the significance of STEM and how it leads to financial independence and decision-making.", ,"[""HTML"",""Bootstrap"",""JavaScript"",""Flask"",""CSS3""]","{""Category"":""education"",""average predictions"":0.195765}",education
Art Book,"The ArtBook for an artist to show, buy and sell paintings. Users can also bid their paintings",https://devfolio.co/submissions/art-book-3349,"[""https://github.com/sauravgpt/haxplore-2.0-submissions""]","The problem Art Book solves\nA social media app specially made for Art lovers and Artists. \nUsers can upload painting Images or Videos along with sell tags and locations to sell their paintings. \nIt has features like Comment a post, One To One Live Chat, Like on Post, Follow a user with a request, receive live notifications, and GPS support to add upload location.", ,"[""Dart"",""Flutter"",""Google Firebase""]","{""Category"":""safety and wellbeing"",""average predictions"":0.186292}",safety and wellbeing
Decentralised Portfolio,Invest according to market sentiments with the power of decentralization,https://devfolio.co/submissions/decentralised-portfolio-4677,"[""https://github.com/SaurabhAgarwala/Decentralized-Portfolio"",""https://3qmeg.csb.app/""]","The problem Decentralised Portfolio solves\nThere are lots of portfolios out there. These all portfolios are controlled by a centralized person/authority. So in the traditional portfolios, the sentiments of centralized authority may not be the same as sentiments of the market. This could lead the entire portfolio in the wrong direction. We built a platform, where no centralized authority will make decisions regarding the portfolio. All the decisions regarding the portfolio will be made by all the investors by voting. All the investors will have a say in the portfolio decision. So more investors mean more accurate prediction of market sentiments. Anyone can be a part of the portfolio. The user can join/leave the portfolio anytime they want. The funds which are locked in the smart contract follows the strategy which is decided by all the investors through voting.", ,"[""HTML"",""Bootstrap"",""CSS"",""JS"",""Django"",""Python"",""Web3"",""Ethereum"",""Portis"",""Code Sandbox""]","{""Category"":""science and research"",""average predictions"":0.359167}",science and research
DustBinz,Get the nearest dustbin in one click,https://devfolio.co/submissions/dustbinz-c6cb,"[""https://expo.io/@_extreme_/projects/DustBinz""]","The problem DustBinz solves\nThe project comes under Goal-12(Responsible Consumption & Production) of the 17 Sustainable Development Goals of the United Nations. Through this project our aim is to motivate and educate citizens to throw waste in garbage containers. We aim to achieve this goal through a mobile APP which will give the nearest dustbin location to the user, and also a leaderboard system for contributing the location of dustbins, not only this we are also giving the feature of rating the dustbins based on how clean it is, through this data of ratings we can rate an entire area on its cleanliness. For example a user wants to buy a new house he/she can check the rating of the cleanliness of that area before buying.",Victory Stand(3rd Place),"[""FrontEnd-> ReactNative(Expo)"",""BackEnd->NodeJs"",""OtherApi's->Google OAuth Google Map""]","{""Category"":""general wellfare"",""average predictions"":0.184312}",general wellfare
WeScribe,Collaborative notes writing and sharing while attending live lectures.,https://devfolio.co/submissions/wescribe-96cb,"[""https://the-thunderbirds.github.io/WeScribe_Frontend/"",""https://iiitborg-my.sharepoint.com/:p:/g/personal/divyam_agrawal_iiitb_org/Eck72DJQ6NFHrs9Z308TweQBiQZ23e08cm3-1SjuMpv0Yg?e=mJFYDU"",""https://github.com/The-Thunderbirds/WeScribe""]","The problem WeScribe solves\nOnline learning has seen a major boom and we have tons of platforms for online teaching but there aren’t many online platforms that allow us to collaborate whilst attending a lecture or watching an educational video.\nSo we came up with a solution ...\nWeScribe allows students to make notes with their friends while attending a live lecture or watching a youtube video without having to open multiple apps. It also saves respective notes of each student for their reference. Sharing the collaborative board link is as simple as clicking a button and sending the link to your peers.\nAlso the WeScribe discord bot incentivizes students to share their learnings and keeps engaged with other students using XP and levels when each student contributes or likes or dislikes the content shared by others. It also enhances the togetherness by sending scheduled lecture notifications, content shared by others, allowing to assign suitable tags to the shared content for easy reference, sharing the WeScribe notes, notifying people about some friendly scheduled live lectures by other other peers and many more. This helps them to keep motivated.", ,"[""Firebase"",""Django"",""reactjs"",""Django rest framework"",""discord.py""]","{""Category"":""education"",""average predictions"":0.386164}",education
Connect,People in this pandemic have become so self-centered and to increase social interaction among people or even to match you with someone with the same taste of movies/books as you.,https://devfolio.co/submissions/connect-c979,"[""https://github.com/JeetKaria06/Ingenious_Hackathon_Cheese_Salad/""]","The problem Connect solves\nIn Japan, more people died from suicide last month than from Covid in all of 2020. And this is an alarming message to all the countries of this planet that social interaction and social well-being is still the most important aspect of human life. And to decrease depression in the minds of people and allowing them to interact with people of their own interests of books and movies, we have designed this platform that allows users to increase their social well-being.\nAnd this inspired us to design this and connect people and hence the name ""CONNECT"" was born.", ,"[""HTML"",""CSS"",""JavaScript"",""Python's Django framework""]","{""Category"":""mental health"",""average predictions"":0.23837}",mental health
Coffee order,It is a app for ordering coffees,https://devfolio.co/submissions/coffee-order-d021,"[""https://github.com/pinnacle20/Hypertext-Assassins"",""https://github.com/silkie261001/CoffeeOrder""]","The problem Coffee order solves\nHere person can order coffees of their choice based on 3 different choices available and when user clicks order button it will mail the details which (includes costumer name, costumers' choice and total price of coffee ordered) of coffee ordered to coffee shop owner", ,"[""Java"",""Android Studio"",""XML""]","{""Category"":""safety and wellbeing"",""average predictions"":0.142}",safety and wellbeing
Jan Aushadhi and Government of India,Generic medicine at your footstep,https://devfolio.co/submissions/jan-aushadhi-and-government-of-india-d58d,"[""https://github.com/HariPrasad5724/MedicineWebApp/tree/master"",""https://github.com/Kiruthika111/gitrepo"",""https://github.com/Jagapradeep/Sociothon-Assessment""]","The problem Jan Aushadhi and Government of India solves\nMaking these generic medicines available to everyone especially at the rural areas by eradicating the indermediate charges.", ,"[""Express.js"",""MongoDB"",""Node js"",""React js"",""Bootstrap""]","{""Category"":""mental health"",""average predictions"":0.191875}",mental health
Open-Source Learning Assistant AR,Useful to anyone who is interested to learn about Open-Source Technologies and Linux kernel and mainly useful to children by teaching them these complex concepts in a fun way using Augmented Reality.,https://devfolio.co/submissions/opensource-learning-assistant-ar-7c18,"[""https://github.com/gbhanuteja23/BitBox_Project_2021"",""https://github.com/gbhanuteja23/BitBox_Project_2021/blob/main/APKs/1-%20Final%20Build%20APK/Open-Source%20Learning%20Assistant%20AR%20v2.0.4%20Final%20Build.apk"",""https://youtu.be/jIlL40Cf2f0""]","The problem Open-Source Learning Assistant AR solves\nThis AR APP(Open-Source Learning Assistant AR ) will be useful to anyone who is interested to learn about Open-Source Technologies and Linux kernel and mainly useful to children by teaching them these complex concepts in a fun way using Immersive Technologies like Augmented Reality(AR).\nOne can type some commands on the terminal which gets augmented into reality and can see what those commands do in AR.\nOur app presents users with a list of commands from which he can choose and learn the functionality of that command in a Terminal presented to him in Augmented Reality. If that command does not exist in the list of commands then our app redirect him to another scene where using Unity Web View feature one can browse about that command on the web.\nWe will even be analyzing the way the user is using the APP, by storing the usage time on various sections, no of taps on the screen which will tell whether the user is really learning or not and many more parameters, using all this data our ML model will analyze this and can predict the outcomes like with what pace user is learning, how much one has learnt, how much is one able to understand and much more.", ,"[""Dart"",""C#"",""unity engine"",""Augmented Reality(AR) SDKs like ARFoundation by Unity and ARCore by Google"",""Flutter SDK by Google"",""Flutter Unity Integration Plugin""]","{""Category"":""safety and wellbeing"",""average predictions"":0.269783}",safety and wellbeing
Mechanic On The Way,Online website for : Emergency Services - Available mechanic in that area will come General Services - User can pre-book mechanic Also user can buy spare parts/tool kits from the website.,https://devfolio.co/submissions/mechanic-on-the-way-db66,"[""https://shourya-gupta.github.io/Mechanic-On-The-Way/""]","The problem Mechanic On The Way solves\nThere is no reliable existing system that provides emergency mechanic services to the people in need. Our solution provides a suitable platform on which user can get immediate access to the emergency services with least amount of information being taken from the user. Consider your car being stuck in the middle of the road in another city. You might not have the contact details of any local mechanic or even if you are in your own city the mechanic might not have the required equipment for repairing the car. So our website deals with these problems in a very reliable and efficient way. Stagnate cars on the roads also pose a great threat to other drivers on the road and it might result into accidents. So our proposed website is the best solution against all such problems.\nAn online portal will ensure safety, transparency, fixed-prices, and quick-services for the customer, making it more efficient.",Top 5 Teams,"[""jQuery"",""PHP"",""Bootstrap"",""JavaScript"",""AJAX"",""MySQL"",""JSON"",""VueJS"",""CSS3"",""HTML5""]","{""Category"":""general wellfare"",""average predictions"":0.206638}",general wellfare
Anytime Med,Anytime med one stop solution for all we help everyone.,https://devfolio.co/submissions/anytime-med-140f,"[""https://drive.google.com/drive/folders/1zOdl8uZw7ecfwZzZLNtuyUyGijlfWGay?usp=sharing""]","The problem Anytime Med solves\nA mobile application which will be an online platform for common people of India that will give them access to the medicine stock present in the Government hospitals and dispensaries all over India and give them the option to book medicines online and later go and buy them. Users can also maintain his/her complete medical history in the app like medicines, diseases, appointments, prescriptions and many more.\nFeatures\n1. Easy to use.\n2. Proper recommendations and filtering based on user location and medicines taken\nby user (if specified).\n3. Searching.\n4. Book medicines online.\n5. Online history.\n6. Real time stock details of various Hospitals.\n7. User Verification via OTP (using phone number).\n8. User will receive notifications if marked medicines will come in stock.\nPros\n1. Will save the travelling time and cost of the person.\n2. Reduce Corruption as the Stock will be visible to all.", ,"[""Django"",""Flutter""]","{""Category"":""mental health"",""average predictions"":0.171232}",mental health
ZEROHUNGER,"OUR WEBSITE PROVIDE LEFTOVER FOOD IN WEDDING ,HOTELS,HOMES TO THE NEEDY PEOPLE/POOR PEOPLE",https://devfolio.co/submissions/zerohunger-a4a6,"[""https://github.com/krishna-s11/Bitbox""]","The problem ZEROHUNGER solves\nPEOPLE CAN USE IT TO DONATE THE LEFTOVER FOOD. IT AVOIDS WASTAGE OF FOOD AND PROVIDES EMPLOYEMENT TO THE DELIVERY BOYS AS THEY WILL TAKE THE LEFTOVER FOOD FROM THE FOOD DONOR AND GIVES IT TO THE ORGANIZATIONS/NGO'S. WHICH WILL ALSO MAKE THEIR WORK EASIER.",Best Freshers Team,"[""JavaScript"",""SASS"",""PUG"",""Express.js"",""MongoDB"",""mongoose"",""Google Direction API"",""Nodejs"",""CSS3"",""HTML5""]","{""Category"":""health and wellness"",""average predictions"":0.2075}",health and wellness
Food Finders,It is a platform which will provide reliable and nutrious food to undernourished and malnourished people in order to eliminate the problem of ""HUNGER"" from our society.,https://devfolio.co/submissions/food-finders-02ad,"[""https://github.com/viditrv123/BitBox""]","The problem Food Finders solves\nOur project is a medium of communication between NGO’s and the Hotels and Restaurants to serve one mission that is Zero Hunger. The food that gets wasted in Hotels and Restaurants can fill someones stomach. So our website will give information of the amount of food that can be distributed to people in need to the various NGO’s who can collect the food from Hotels and Restaurants for distribution. It will also serve a medium for common people to post request to NGO’s to collect the food that might be left in any of their personal event. There is also an option for donation of money so that we may feed people.",Top 5,"[""JavaScript"",""MERN stack"",""echoAR"",""CSS3"",""HTML5"",""Ethereum Blockchain""]","{""Category"":""health and wellness"",""average predictions"":0.2442}",health and wellness
Algorand Autonomous,A self-updating Financial Decentralized Autonomous Organization (DAO) hosted on Skynet.,https://devfolio.co/submissions/algorand-autonomous-02af,"[""https://github.com/Bhaney44/Cryptots"",""https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3819055"",""https://siasky.net/EACutfSK2IQY2o8jgTguX6ahvZQSJ3tr3DoG0bEsZ7VLOQ/""]","The problem Algorand Autonomous solves\nAcross blockchain networks, governance is a complex task with multiple stakeholders having several financial interests. The process by which decisions are made among these stakeholders is often centralized with certain authorities. For example, investment funds typically are controlled by a central authority. However, this decision-making framework limits openness for global community development and collaboration, as well as the personal autonomy of network participants. It often results in one party controlling the funds for a plethora of members. Furthermore, in a decentralized network, there was no way for investors to safely track financial transaction data and have it stored remotely, enabling global access.", ,"[""HTML"",""CSS"",""JavaScript"",""TensorFlow"",""Keras"",""Python"",""Smart Contracts"",""Skynet"",""Algorand"",""PyTeal""]","{""Category"":""science and research"",""average predictions"":0.246075}",science and research
dBlog,Writing as usual. Publishing like never before.,https://devfolio.co/submissions/decentralised-blog-150d,"[""https://dblog.vercel.app/"",""https://github.com/AmanRaj1608/DeBlog"",""https://thegraph.com/explorer/subgraph/amanraj1608/deblog""]","The problem dBlog solves\nCurrently, we have many centralized blogging apps Medium but constantly. The way writing is distributed, interpreted, applied, and valued is wrong. With Donald Trump suspended from Twitter and Facebook, and Parler kicked off AWS, there is renewed discussion about what sort of speech is acceptable online, and how it should be enforced. These bans were justified however, they do raise questions that need to be discussed, especially within the technology community.\nWith all of these, some cases will be very clear on one side or the other of the dividing line, but there will always be a large grey area of cases that are unclear and a matter of subjective interpretation.\nThrough a decentralized, user-owned, crypto-based network, the platform revolutionizes the way we express, share, and monetize our thoughts. Users can connect with their wallets and upload a blog. If that blog is genuine people can upvote the correct content. As a result, our platform is a sum of our contributors.\nAbout Project\nA completely decentralized blogging app using Matic, written with Typescript, NextJS, and Hardhat using The Graph protocol. Using Graph to fetch live data feed of all activity, to instantly update the feed. No centralized database needed to track upvotes and replies.\nPublishing a blog, upvote, downvote, reply in threads and live feed update.", ,"[""Solidity"",""Next.js"",""Ethereum"",""The Graph"",""Hardhat""]","{""Category"":""science and research"",""average predictions"":0.273272}",science and research
Alpha,Your Helping Hand,https://devfolio.co/submissions/alpha-c4ed,"[""https://github.com/Team-Fractal/BUHack"",""http://525d1f7327e9.ngrok.io/""]","The problem Alpha solves\nOur product, Alpha. is not just a product but an ecosystem of tools to aid the entire university experience in both the academic and non academic sphere.\nAlpha Sphere is an integrated dashboard and issue tracker to automate common issues faced in universities, especially regarding the hostel accomodation.It involves automating room cleaning requests, mess feedback, hostel-related complaint portal, laundry requests, booking medical appointments at the university health center, and much more. Combined with a convenient admin dashboard panel, wherein the administrator can see all requests at one central place and then take action, it indeed is a one-stop solution for hostel management.\nAlpha Soul is a minimalistic website that aims to aid the terrible mental health scenario in colleges in India by making college counsellors as well as student volunteer counsellors available to them at the click of a button\nAlpha Cube is a social media and blogging tool meant solely for the current students as well as the alumni of the same university. In the times of online education, which has totally changed the dynamic of social and professional interactions as well as networking, it serves as a handy tool to connect, interact and find like-minded batchmates and people with the same interests and skills.\nAlpha Square aims to be a centralised platform to facilitate intra-college and intra-hostel buying, selling and trading of items and products.",Top 10 Teams,"[""Bootstrap"",""React"",""Node.js"",""Django"",""JavaScript"",""Redux"",""HTML/CSS"",""Express""]","{""Category"":""education"",""average predictions"":0.421117}",education
Niramay,The current pandemic has brought upon us a situation where the act of physical touch can do more harm than some help,https://devfolio.co/submissions/niramay-f4d7,"[""https://github.com/vaasu202/NIRAMAYhacknu.git"",""https://niramay.hashnode.dev/niramay""]","The problem Niramay solves\nThe problem of buying our medicines and daily supplies without being in contact with anyone has tremendous significance in today’s time when all of us are struggling to prevent ourselves from getting affected by COVID–19. This problem stretches further for a time without any pandemic where if a student gets ill in the university and has no availability of the required medicines, then that student must rely on other people to get their needs. This on an individual level may not seem that big a problem , but on the large scale of things , it could lead to entire universities and industries shutting down and entering a state of complete lockdown.", ,"[""Firebase"",""Android Studio""]","{""Category"":""mental health"",""average predictions"":0.183854}",mental health
Multi-modal Depression Screening System,Making your mental health better,https://devfolio.co/submissions/multimodal-depression-screening-system-f3a6,"[""https://github.com/cmsharma/depressionpredictor"",""https://depressionpredictor.herokuapp.com/""]","The problem Multi-modal Depression Screening System solves\nIn today’s scenario stress related problems are not uncommon among the working professionals. There are several studies available on it. Industry association, Assocham, published in its study that forty two percent of working professionals in the Indian private sector suffer from depression, general anxiety. There could be many reasons for depression and mental health disorders.There is a high chance of depression in the employees due to change in lifestyle and work cultures. It definitely affects the performance of an individual employee. So many companies took the various initiatives to ease the workplace atmosphere.\nMany people are stressed due to rapid change in daily life routine, and work culture.Stress and mental health problems can be identified by a person’s behavior like how he/she feels, eats, thinks, works, walks etc over a period of observation. Work pressure, working environment, people we interact with, daily routine work, food habits, time spent on social media, daily exercise time, monthly income and expenses, consuming alcohol and tobacco, etc. are some of the major reasons behind building stress among the people. Stress can be detected through some conventional medical symptoms such as headache, rapid heartbeats, feeling low energy, chest pain, frequent colds, infections, etc. The stress also may reflect in normal behavior while carrying out day-to-day activities\nIn our project we consider eighteen parameters as inputs about the lifestyle and work culture of an individual. And using machine learning techniques we are predicting about the possibility of depression. Various machine learning techniques are applied for data cleaning, data balancing and to train the model. Accuracy of the various models are compared and studied.The Decision Tree model achieved the highest accuracy of 86%. This model is used for prediction. By using the Decision Tree model, we found the parameters which are influencing the depression most.", ,"[""jQuery"",""Bootstrap"",""Flask"",""TensorFlow"",""Machine Learning"",""Python"",""Computer Vision"",""CSS3""]","{""Category"":""mental health"",""average predictions"":0.368805}",mental health
NextLife,A blood donation app in which users can see all people who need help in their state and help them by donating their blood.,https://devfolio.co/submissions/nextlife-bc10,"[""https://github.com/Vaibhav2002/NextLife"",""https://github.com/Vaibhav2002/NextLife/blob/master/app/release/nextLife.apk""]","The problem NextLife solves\nProblem\nPeople usually need blood, when they get ill and are hospitalized . People usually rush to near blood banks to get blood. This is the best way to get blood when in need and most of the time it doesn't cause any problem. But sometimes there are shortages of blood in the blood bank, like during covid-19 pandemic there was a shortage of blood all around the globe, no one knows when there can be shortage of blood and hence we should be always ready to fight it. \nThere are also people who are not in a financially good condition and hence are unable to afford the cost of blood.\nSolution\nThe NextLife app helps people who want to do something good for the world know about people in their city or state who need blood , be it due to shortage or they cant afford it. People who need blood can post their requirement here and hence other people who live in their city and use this app can see their posts. This helps people who want to help such people in need see their location , contact them and help them by donating their blood ,or by donating cash or in any way in which they can help.",Best Individual Hack,"[""XML"",""Adobe XD"",""Google Maps API"",""Kotlin"",""Native Android"",""Google Firebase"",""Android Jetpack"",""Android Architecture Components""]","{""Category"":""health and wellness"",""average predictions"":0.348017}",health and wellness
EmpowHer,A one-stop-shop for all the opportunities and community for women.,https://devfolio.co/submissions/empowher-db1f,"[""https://github.com/Anima108/EmpowHer-AllStringsAttached-SheHacksDTU""]","The problem EmpowHer solves\nProblem: Even after a lot of efforts made by big tech giants and communities to reduce the gender gap in industries, women are not able to take full advantage of such initiatives because either they are not able to find them in the sea of posts or are too late for applying to them. Companies like Google even after taking initiatives like STEP intern, still have a very poor female employee percentage as the right opportunities are not able to reach the right people at the right time. This leads to a continued under-representation of women in the workforce.\nKey Focus Points:\nFigured out ways to make a one-stop place for all the opportunities and community for women and provide them with tools to grow together by connecting with a relevant group of people and mentors.\nDisplay opportunities in an organized manner to avoid spam.\nCreate a safe space for women to discuss issues.", ,"[""HTML"",""Flask"",""Gensim"",""Regex"",""pickle"",""Word2Vec"",""sklearn.metrics.pairwise""]","{""Category"":""safety and wellbeing"",""average predictions"":0.173548}",safety and wellbeing
RAKSHAK,"My Safe Place-for the women,by the women",https://devfolio.co/submissions/rakshak-8d5c,"[""https://github.com/Charu2518/RAKSHAK-Rakshak-SheHacksDTU"",""https://www.canva.com/design/DAEbLmQF0bo/7MQVkuaKfBke7cZ8lXX3dw/view?utm_content=DAEbLmQF0bo&utm_campaign=designshare&utm_medium=link&utm_source=sharebutton"",""https://rakshak-2021.netlify.app/""]","The problem RAKSHAK solves\nSafety is a fundamental human right and shouldn't be considered a luxury for women. It is the foundation in achieving gender equality. It will create a safer environment that can encourage women to step out of their homes without any worry which will also increase their productivity and give them the confidence to explore opportunities in various fields.\nWe are building a website to have a solution which will help to curb sexual assault pandemic. Firstly the user will login themselves then the contact information of their five guardians would be asked.Now if the user is feeling unsafe or just wants to check in, a live location can be activated and can be shared with guardians. It is able to discreetly trigger an emergency alert with a double-press, instantly transmitting location information to selected contacts. If you do send an alert, it lets your guardians navigate to your location. This feature is useful to help people reach you quickly. In this way it will be able to keep users safe through these SOS features. One of its applications enables users to enter their start point and destination, in case they feel the route is unsafe. The location of the device can be tracked real time.We have also added the virtual facetime,audio illusion in the application as sometimes it may happen that you feel unsafe in the path you are travelling and you have no one to talk to you can use talk to me feature. If you are at home sometimes you feel like nothing to do you can also learn self defence through get the self defense training option. Of Course our application will also cover basic features like editing your profile,notification bar, chat with guardians,etc. If this part will get implemented successfully then we will add some more features like professional chatbot from which you can talk to professionals/police/1098 facilities,unique trigger speech system that allows you to add a unique word of your choice and trigger the alert by the unique word just like okay google.", ,"[""HTML"",""CSS"",""JS"",""Nodejs""]","{""Category"":""safety and wellbeing"",""average predictions"":0.61395}",safety and wellbeing
MediSure,We have developed a web as well as an Android App(which employs the web app) named MediSure to provide the most economical result matching the prescription using JAS & Open medicinie dataset.,https://devfolio.co/submissions/medisure-151b,"[""https://iamaj69.pythonanywhere.com/"",""https://github.com/iamajitsingh/Medisure-project""]","The problem MediSure solves\nSince the concept of community Pharmacists doesn’t exist in India, the onus for cost reduction from the point of view of drug selection lies with the doctors. MediSure will help doctors easily recommend the most economical and effective drug combinations to their patients.", ,"[""NumPy"",""pandas"",""Django 3""]","{""Category"":""health and wellness"",""average predictions"":0.153766}",health and wellness
GOATmemes,Your Daily Dose of memes,https://devfolio.co/submissions/goatmemes-067c,"[""https://github.com/apurbadh/GOATmemes""]","The problem GOATmemes solves\nGOATmemes is the platform to connect people through memes. Due to their obvious popularity, and seeming permanence, memes are now a subject studied at a social level. The way they influence thought, are influenced by current events and popular culture, shape speech, and entertain mass audiences has proved that memes have a significant societal impact, especially among the lives and culture of the young.These memes also create a new place for advertisers to generate interest in their products, giving memes yet another reason to stick around in the future.", ,"[""Django"",""JavaScript"",""HTML5"",""Python"",""CSS3"",""SQLite.""]","{""Category"":""technology"",""average predictions"":0.183333}",technology
Offline Payment,The next Big Push For Digital Transactions,https://devfolio.co/submissions/offline-payment-4b88,"[""https://github.com/kusoz5/Payment-App"",""https://docs.google.com/presentation/d/1FxXBjH-Uvj1AuthmYL5T4lx8rIb5qJh2fwznLrrvU4Q/edit?usp=sharing""]","The problem Offline Payment solves\nThe absence of, or erratic, internet connectivity, especially in remote areas, is a major impediment to the adoption of digital payments. Availability of options to make offline payments using a phone could boost the adoption of digital payments.\nDespite nearly 1.15 billion telecom subscribers and over 650 million mobile broadband users in India as of April 2020 & out of which today we have 100-150 million active base of digital subscribers because many of the users from rural as well as from urban areas are not able to use the services due to in-stable Internet connectivity.",2nd Runner Up,"[""Android"",""Java""]","{""Category"":""general wellfare"",""average predictions"":0.198286}",general wellfare
Geo-Dump,An application that the health and sanitary department could use to keep city clean,https://devfolio.co/submissions/geodump-45ba,"[""https://github.com/ArvinthKumar2502/HackTheSolution""]","The problem Geo-Dump solves\nWe do have waste lying in cities which makes it hard for cleaning staff to\nknow which area requires attention and urgent garbage and waste\npickup. Hence it is important for the Sanitation department to be notified about\nthose areas periodically to take immediate action .", ,"[""Mask R-CNN"",""Android SDK"",""Google Maps API"",""React js""]","{""Category"":""safety and wellbeing"",""average predictions"":0.148533}",safety and wellbeing
Smart Garage System,"A garage door system that is equally smart, protective and intelligent at the same time.",https://devfolio.co/submissions/smart-garage-system-5409,"[""https://github.com/Ayanghosh-agno/Smart_GarageSystem""]","The problem Smart Garage System solves\nNowadays, Garage security is very vulnerable given the amount of theft activity that has gotten an increment over the last couple of years. Through this Smart IOT Garage Door System, we will mitigate a lot of risks and effort that a person has to go through while trying to get his/her car in or out. The Smart Garage system can automatically open the Garage door by facial recognition and number plate reading. Our system consists of an app which has been made with MIT App Inventory and through which manually, the Garage door can be opened and closed and also, we can control the lighting system of the Garage. Another feature is also included in this app with which we can see the last image of the person whose was face was registered during the opening of the app. Also, when the smart garage system is activated, a unique link is generated every time with which we can see the live feed of the garage front through the camera and also through any CCTV cameras if connected.",MLH: Best Hardware Hack,"[""Flask"",""Internet of Things (IoT)"",""Node-RED"",""NVIDIA Jetson Nano"",""Tesseract OCR"",""MIT App Inventor"",""IBM Cloud"",""AI/ML"",""Face Recognition""]","{""Category"":""miscellaneous "",""average predictions"":0.179302}",miscellaneous 
FOOD FOR ALL,No One Will Remain Hungry,https://devfolio.co/submissions/food-for-all-6ec2,"[""https://github.com/shubhasai/foodforall.git"",""https://drive.google.com/file/d/18cbV8kxDM0V3gCraQdK6JyCE3NNnSLNN/view?usp=sharing""]","The problem FOOD FOR ALL solves\nThis project is used to prevent the wastage of food by allowing event organiser to sell or donate food to needy people or customers. This single app can be used by Both provider, customer and delivery person.",Best Individual Hack,"[""Firebase"",""Java"",""Android Studio"",""Firebase Authentication"",""Firebase Cloud Messaging""]","{""Category"":""miscellaneous "",""average predictions"":0.165417}",miscellaneous 
